Year,Month,Monthly_MSL,Linear_Trend,High_Conf.,Low_Conf.
1893,2,6.921,7.05,7.069,7.031
1893,3,7.182,7.05,7.069,7.031
1893,4,7.131,7.05,7.069,7.031
1893,5,7.008,7.05,7.069,7.031
1893,6,7.067,7.05,7.069,7.031
1893,7,6.974,7.05,7.069,7.031
1893,8,7.052,7.05,7.069,7.031
1893,9,7.257,7.05,7.068,7.031
1893,10,7.222,7.05,7.068,7.031
1893,11,7.251,7.049,7.068,7.031
1893,12,7.09,7.049,7.068,7.031
1894,1,6.999,7.049,7.068,7.031
1894,2,7.431,7.049,7.068,7.03
1894,3,7.172,7.049,7.068,7.03
1894,4,6.781,7.049,7.068,7.03
1894,5,6.858,7.049,7.068,7.03
1894,6,7.017,7.049,7.067,7.03
1894,7,7.014,7.049,7.067,7.03
1894,8,7.072,7.049,7.067,7.03
1894,9,7.127,7.049,7.067,7.03
1894,10,6.982,7.048,7.067,7.03
1894,11,7.041,7.048,7.067,7.03
1894,12,7.06,7.048,7.067,7.03
1895,1,7.009,7.048,7.067,7.03
1895,2,6.891,7.048,7.067,7.03
1895,3,7.042,7.048,7.066,7.03
1895,4,7.131,7.048,7.066,7.029
1895,5,6.968,7.048,7.066,7.029
1895,6,6.947,7.048,7.066,7.029
1895,7,7.074,7.048,7.066,7.029
1895,8,7.032,7.048,7.066,7.029
1895,9,7.147,7.047,7.066,7.029
1895,10,7.132,7.047,7.066,7.029
1895,11,7.081,7.047,7.066,7.029
1895,12,6.97,7.047,7.065,7.029
1896,1,6.929,7.047,7.065,7.029
1896,2,7.141,7.047,7.065,7.029
1896,3,7.152,7.047,7.065,7.029
1896,4,7.051,7.047,7.065,7.029
1896,5,7.138,7.047,7.065,7.028
1896,6,7.057,7.047,7.065,7.028
1896,7,7.104,7.047,7.065,7.028
1896,8,7.032,7.046,7.065,7.028
1896,9,6.917,7.046,7.065,7.028
1896,10,6.952,7.046,7.064,7.028
1896,11,6.971,7.046,7.064,7.028
1896,12,6.81,7.046,7.064,7.028
1897,1,6.799,7.046,7.064,7.028
1897,2,6.931,7.046,7.064,7.028
1897,3,7.072,7.046,7.064,7.028
1897,4,7.071,7.046,7.064,7.028
1897,5,7.098,7.046,7.064,7.028
1897,6,7.007,7.046,7.064,7.028
1897,7,7.064,7.045,7.063,7.027
1897,8,6.972,7.045,7.063,7.027
1897,9,7.067,7.045,7.063,7.027
1897,10,7.052,7.045,7.063,7.027
1897,11,6.931,7.045,7.063,7.027
1897,12,7.03,7.045,7.063,7.027
1898,1,7.129,7.045,7.063,7.027
1898,2,7.351,7.045,7.063,7.027
1898,3,7.172,7.045,7.063,7.027
1898,4,7.041,7.045,7.062,7.027
1898,5,7.028,7.045,7.062,7.027
1898,6,7.057,7.044,7.062,7.027
1898,7,7.214,7.044,7.062,7.027
1898,8,7.102,7.044,7.062,7.027
1898,9,7.117,7.044,7.062,7.026
1898,10,6.912,7.044,7.062,7.026
1898,11,6.971,7.044,7.062,7.026
1898,12,7.28,7.044,7.062,7.026
1899,1,7.319,7.044,7.061,7.026
1899,2,7.181,7.044,7.061,7.026
1899,3,7.262,7.044,7.061,7.026
1899,4,7.221,7.044,7.061,7.026
1899,5,7.098,7.043,7.061,7.026
1899,6,7.117,7.043,7.061,7.026
1899,7,6.944,7.043,7.061,7.026
1899,8,7.132,7.043,7.061,7.026
1899,9,7.177,7.043,7.061,7.026
1899,10,7.212,7.043,7.06,7.026
1899,11,7.371,7.043,7.06,7.025
1899,12,7.19,7.043,7.06,7.025
1900,1,6.839,7.043,7.06,7.025
1900,2,6.911,7.043,7.06,7.025
1900,3,6.992,7.043,7.06,7.025
1900,4,6.971,7.042,7.06,7.025
1900,5,7.138,7.042,7.06,7.025
1900,6,7.007,7.042,7.06,7.025
1900,7,7.034,7.042,7.059,7.025
1900,8,7.022,7.042,7.059,7.025
1900,9,7.037,7.042,7.059,7.025
1900,10,7.242,7.042,7.059,7.025
1900,11,6.961,7.042,7.059,7.025
1900,12,7.07,7.042,7.059,7.025
1901,1,6.949,7.042,7.059,7.024
1901,2,7.091,7.042,7.059,7.024
1901,3,6.952,7.041,7.059,7.024
1901,4,7.011,7.041,7.059,7.024
1901,5,6.898,7.041,7.058,7.024
1901,6,7.007,7.041,7.058,7.024
1901,7,6.894,7.041,7.058,7.024
1901,8,6.932,7.041,7.058,7.024
1901,9,6.887,7.041,7.058,7.024
1901,10,6.922,7.041,7.058,7.024
1901,11,7.111,7.041,7.058,7.024
1901,12,7.15,7.041,7.058,7.024
1902,1,7.269,7.041,7.058,7.024
1902,2,7.031,7.04,7.057,7.023
1902,3,7.032,7.04,7.057,7.023
1902,4,6.921,7.04,7.057,7.023
1902,5,7.038,7.04,7.057,7.023
1902,6,7.027,7.04,7.057,7.023
1902,7,7.114,7.04,7.057,7.023
1902,8,7.162,7.04,7.057,7.023
1902,9,7.087,7.04,7.057,7.023
1902,10,6.972,7.04,7.057,7.023
1902,11,6.971,7.04,7.056,7.023
1902,12,6.83,7.04,7.056,7.023
1903,1,7.059,7.039,7.056,7.023
1903,2,7.381,7.039,7.056,7.023
1903,3,7.272,7.039,7.056,7.023
1903,4,7.371,7.039,7.056,7.022
1903,5,7.138,7.039,7.056,7.022
1903,6,7.007,7.039,7.056,7.022
1903,7,7.044,7.039,7.056,7.022
1903,8,7.232,7.039,7.055,7.022
1903,9,7.177,7.039,7.055,7.022
1903,10,7.022,7.039,7.055,7.022
1903,11,7.101,7.039,7.055,7.022
1903,12,6.93,7.038,7.055,7.022
1904,1,6.829,7.038,7.055,7.022
1904,2,6.991,7.038,7.055,7.022
1904,3,6.852,7.038,7.055,7.022
1904,4,6.941,7.038,7.055,7.022
1904,5,7.118,7.038,7.055,7.022
1904,6,7.067,7.038,7.054,7.021
1904,7,7.144,7.038,7.054,7.021
1904,8,7.142,7.038,7.054,7.021
1904,9,6.917,7.038,7.054,7.021
1904,10,6.962,7.038,7.054,7.021
1904,11,7.121,7.037,7.054,7.021
1904,12,7.22,7.037,7.054,7.021
1905,1,7.179,7.037,7.054,7.021
1905,2,7.261,7.037,7.054,7.021
1905,3,6.922,7.037,7.053,7.021
1905,4,7.011,7.037,7.053,7.021
1905,5,7.048,7.037,7.053,7.021
1905,6,6.927,7.037,7.053,7.021
1905,7,7.074,7.037,7.053,7.02
1905,8,7.132,7.037,7.053,7.02
1905,9,7.117,7.037,7.053,7.02
1905,10,7.122,7.036,7.053,7.02
1905,11,6.931,7.036,7.053,7.02
1905,12,7.11,7.036,7.052,7.02
1906,1,7.119,7.036,7.052,7.02
1906,2,7.151,7.036,7.052,7.02
1906,3,7.352,7.036,7.052,7.02
1906,4,7.081,7.036,7.052,7.02
1906,5,6.988,7.036,7.052,7.02
1906,6,7.097,7.036,7.052,7.02
1906,7,7.084,7.036,7.052,7.02
1906,8,7.142,7.036,7.052,7.02
1906,9,7.037,7.035,7.051,7.019
1906,10,6.892,7.035,7.051,7.019
1906,11,6.891,7.035,7.051,7.019
1906,12,7.2,7.035,7.051,7.019
1907,1,7.059,7.035,7.051,7.019
1907,2,7.001,7.035,7.051,7.019
1907,3,7.262,7.035,7.051,7.019
1907,4,7.031,7.035,7.051,7.019
1907,5,7.158,7.035,7.051,7.019
1907,6,7.017,7.035,7.051,7.019
1907,7,7.094,7.035,7.05,7.019
1907,8,7.222,7.034,7.05,7.019
1907,9,7.177,7.034,7.05,7.019
1907,10,6.932,7.034,7.05,7.019
1907,11,6.781,7.034,7.05,7.018
1907,12,6.84,7.034,7.05,7.018
1908,1,6.959,7.034,7.05,7.018
1908,2,7.311,7.034,7.05,7.018
1908,3,6.952,7.034,7.05,7.018
1908,4,6.861,7.034,7.049,7.018
1908,5,7.028,7.034,7.049,7.018
1908,6,6.967,7.034,7.049,7.018
1908,7,6.904,7.033,7.049,7.018
1908,8,7.042,7.033,7.049,7.018
1908,9,7.097,7.033,7.049,7.018
1908,10,6.902,7.033,7.049,7.018
1908,11,6.841,7.033,7.049,7.018
1908,12,7.03,7.033,7.049,7.017
1909,1,6.929,7.033,7.048,7.017
1909,2,7.051,7.033,7.048,7.017
1909,3,6.922,7.033,7.048,7.017
1909,4,6.961,7.033,7.048,7.017
1909,5,7.038,7.033,7.048,7.017
1909,6,7.067,7.032,7.048,7.017
1909,7,7.094,7.032,7.048,7.017
1909,8,7.202,7.032,7.048,7.017
1909,9,7.017,7.032,7.048,7.017
1909,10,6.952,7.032,7.048,7.017
1909,11,7.141,7.032,7.047,7.017
1909,12,6.99,7.032,7.047,7.017
1910,1,7.239,7.032,7.047,7.017
1910,2,7.101,7.032,7.047,7.016
1910,3,7.072,7.032,7.047,7.016
1910,4,7.041,7.032,7.047,7.016
1910,5,7.098,7.031,7.047,7.016
1910,6,6.977,7.031,7.047,7.016
1910,7,7.094,7.031,7.047,7.016
1910,8,7.032,7.031,7.046,7.016
1910,9,6.947,7.031,7.046,7.016
1910,10,7.002,7.031,7.046,7.016
1910,11,7.011,7.031,7.046,7.016
1910,12,6.86,7.031,7.046,7.016
1911,1,7.129,7.031,7.046,7.016
1911,2,7.161,7.031,7.046,7.016
1911,3,7.152,7.031,7.046,7.015
1911,4,7.071,7.03,7.046,7.015
1911,5,7.078,7.03,7.045,7.015
1911,6,6.937,7.03,7.045,7.015
1911,7,7.044,7.03,7.045,7.015
1911,8,6.962,7.03,7.045,7.015
1911,9,7.157,7.03,7.045,7.015
1911,10,7.042,7.03,7.045,7.015
1911,11,7.141,7.03,7.045,7.015
1911,12,6.85,7.03,7.045,7.015
1912,1,6.839,7.03,7.045,7.015
1912,2,6.941,7.03,7.045,7.015
1912,3,7.022,7.029,7.044,7.015
1912,4,7.191,7.029,7.044,7.015
1912,5,7.128,7.029,7.044,7.014
1912,6,7.147,7.029,7.044,7.014
1912,7,6.874,7.029,7.044,7.014
1912,8,7.042,7.029,7.044,7.014
1912,9,7.157,7.029,7.044,7.014
1912,10,6.962,7.029,7.044,7.014
1912,11,7.051,7.029,7.044,7.014
1912,12,7.23,7.029,7.043,7.014
1913,1,7.099,7.029,7.043,7.014
1913,2,7.011,7.028,7.043,7.014
1913,3,7.342,7.028,7.043,7.014
1913,4,7.161,7.028,7.043,7.014
1913,5,6.968,7.028,7.043,7.014
1913,6,7.107,7.028,7.043,7.013
1913,7,7.104,7.028,7.043,7.013
1913,8,7.112,7.028,7.043,7.013
1913,9,6.887,7.028,7.042,7.013
1913,10,6.832,7.028,7.042,7.013
1913,11,7.161,7.028,7.042,7.013
1913,12,7.51,7.028,7.042,7.013
1914,1,7.269,7.028,7.042,7.013
1914,2,7.251,7.027,7.042,7.013
1914,3,7.172,7.027,7.042,7.013
1914,4,7.061,7.027,7.042,7.013
1914,5,7.218,7.027,7.042,7.013
1914,6,7.007,7.027,7.042,7.013
1914,7,6.974,7.027,7.041,7.013
1914,8,7.032,7.027,7.041,7.012
1914,9,7.017,7.027,7.041,7.012
1914,10,7.062,7.027,7.041,7.012
1914,11,6.791,7.027,7.041,7.012
1914,12,7.04,7.027,7.041,7.012
1915,1,6.939,7.026,7.041,7.012
1915,2,6.891,7.026,7.041,7.012
1915,3,7.022,7.026,7.041,7.012
1915,4,7.101,7.026,7.04,7.012
1915,5,7.078,7.026,7.04,7.012
1915,6,7.077,7.026,7.04,7.012
1915,7,7.034,7.026,7.04,7.012
1915,8,7.102,7.026,7.04,7.012
1915,9,7.137,7.026,7.04,7.011
1915,10,6.812,7.026,7.04,7.011
1915,11,6.881,7.026,7.04,7.011
1915,12,7.05,7.025,7.04,7.011
1916,1,7.179,7.025,7.039,7.011
1916,2,7.181,7.025,7.039,7.011
1916,3,6.872,7.025,7.039,7.011
1916,4,7.011,7.025,7.039,7.011
1916,5,7.048,7.025,7.039,7.011
1916,6,7.067,7.025,7.039,7.011
1916,7,7.054,7.025,7.039,7.011
1916,8,7.122,7.025,7.039,7.011
1916,9,7.037,7.025,7.039,7.011
1916,10,7.112,7.025,7.039,7.01
1916,11,6.931,7.024,7.038,7.01
1916,12,6.92,7.024,7.038,7.01
1917,1,6.829,7.024,7.038,7.01
1917,2,6.801,7.024,7.038,7.01
1917,3,6.882,7.024,7.038,7.01
1917,4,7.051,7.024,7.038,7.01
1917,5,7.028,7.024,7.038,7.01
1917,6,6.937,7.024,7.038,7.01
1917,7,6.914,7.024,7.038,7.01
1917,8,6.882,7.024,7.037,7.01
1917,9,7.067,7.024,7.037,7.01
1917,10,7.152,7.023,7.037,7.01
1917,11,7.151,7.023,7.037,7.009
1917,12,7.32,7.023,7.037,7.009
1918,1,7.119,7.023,7.037,7.009
1918,2,7.021,7.023,7.037,7.009
1918,3,6.912,7.023,7.037,7.009
1918,4,6.871,7.023,7.037,7.009
1918,5,6.778,7.023,7.037,7.009
1918,6,7.117,7.023,7.036,7.009
1918,7,7.084,7.023,7.036,7.009
1918,8,7.052,7.023,7.036,7.009
1918,9,7.147,7.022,7.036,7.009
1918,10,7.092,7.022,7.036,7.009
1918,11,6.911,7.022,7.036,7.009
1918,12,6.9,7.022,7.036,7.009
1919,1,6.869,7.022,7.036,7.008
1919,2,6.851,7.022,7.036,7.008
1919,3,6.862,7.022,7.035,7.008
1919,4,7.031,7.022,7.035,7.008
1919,5,6.918,7.022,7.035,7.008
1919,6,7.087,7.022,7.035,7.008
1919,7,7.054,7.022,7.035,7.008
1919,8,7.232,7.021,7.035,7.008
1919,9,7.067,7.021,7.035,7.008
1919,10,7.112,7.021,7.035,7.008
1919,11,6.711,7.021,7.035,7.008
1919,12,6.95,7.021,7.035,7.008
1920,1,7.049,7.021,7.034,7.008
1920,2,7.091,7.021,7.034,7.007
1920,3,7.172,7.021,7.034,7.007
1920,4,7.021,7.021,7.034,7.007
1920,5,7.168,7.021,7.034,7.007
1920,6,7.067,7.021,7.034,7.007
1920,7,7.014,7.02,7.034,7.007
1920,8,7.132,7.02,7.034,7.007
1920,9,6.987,7.02,7.034,7.007
1920,10,6.732,7.02,7.033,7.007
1920,11,6.741,7.02,7.033,7.007
1920,12,6.58,7.02,7.033,7.007
1921,1,7.069,7.02,7.033,7.007
1921,2,6.951,7.02,7.033,7.007
1921,3,6.992,7.02,7.033,7.006
1921,4,7.061,7.02,7.033,7.006
1921,5,7.038,7.02,7.033,7.006
1921,6,7.147,7.019,7.033,7.006
1921,7,7.194,7.019,7.033,7.006
1921,8,7.152,7.019,7.032,7.006
1921,9,7.147,7.019,7.032,7.006
1921,10,7.202,7.019,7.032,7.006
1921,11,7.131,7.019,7.032,7.006
1921,12,7,7.019,7.032,7.006
1922,1,7.189,7.019,7.032,7.006
1922,2,6.861,7.019,7.032,7.006
1922,3,7.162,7.019,7.032,7.006
1922,4,6.961,7.019,7.032,7.005
1922,5,7.098,7.018,7.031,7.005
1922,6,7.147,7.018,7.031,7.005
1922,7,7.074,7.018,7.031,7.005
1922,8,7.082,7.018,7.031,7.005
1922,9,6.997,7.018,7.031,7.005
1922,10,6.922,7.018,7.031,7.005
1922,11,7.031,7.018,7.031,7.005
1922,12,7.12,7.018,7.031,7.005
1923,1,7.069,7.018,7.031,7.005
1923,2,7.061,7.018,7.031,7.005
1923,3,6.732,7.018,7.03,7.005
1923,4,6.761,7.017,7.03,7.005
1923,5,7.048,7.017,7.03,7.004
1923,6,7.197,7.017,7.03,7.004
1923,7,7.054,7.017,7.03,7.004
1923,8,7.172,7.017,7.03,7.004
1923,9,7.097,7.017,7.03,7.004
1923,10,7.202,7.017,7.03,7.004
1923,11,7.281,7.017,7.03,7.004
1923,12,7.04,7.017,7.03,7.004
1924,1,6.799,7.017,7.029,7.004
1924,2,7.041,7.017,7.029,7.004
1924,3,6.992,7.016,7.029,7.004
1924,4,7.061,7.016,7.029,7.004
1924,5,7.008,7.016,7.029,7.004
1924,6,7.037,7.016,7.029,7.003
1924,7,7.114,7.016,7.029,7.003
1924,8,6.962,7.016,7.029,7.003
1924,9,6.957,7.016,7.029,7.003
1924,10,6.952,7.016,7.028,7.003
1924,11,6.971,7.016,7.028,7.003
1924,12,6.86,7.016,7.028,7.003
1925,1,7.229,7.016,7.028,7.003
1925,2,7.191,7.015,7.028,7.003
1925,3,7.022,7.015,7.028,7.003
1925,4,6.981,7.015,7.028,7.003
1925,5,6.948,7.015,7.028,7.003
1925,6,7.117,7.015,7.028,7.003
1925,7,6.954,7.015,7.028,7.002
1925,8,7.032,7.015,7.027,7.002
1925,9,7.167,7.015,7.027,7.002
1925,10,7.172,7.015,7.027,7.002
1925,11,7.041,7.015,7.027,7.002
1925,12,7,7.015,7.027,7.002
1926,1,6.929,7.014,7.027,7.002
1926,2,6.821,7.014,7.027,7.002
1926,3,7.132,7.014,7.027,7.002
1926,4,7.021,7.014,7.027,7.002
1926,5,6.988,7.014,7.026,7.002
1926,6,6.997,7.014,7.026,7.002
1926,7,6.934,7.014,7.026,7.002
1926,8,7.082,7.014,7.026,7.001
1926,9,7.137,7.014,7.026,7.001
1926,10,7.072,7.014,7.026,7.001
1926,11,6.971,7.014,7.026,7.001
1926,12,6.99,7.013,7.026,7.001
1927,1,7.049,7.013,7.026,7.001
1927,2,6.971,7.013,7.026,7.001
1927,3,6.982,7.013,7.025,7.001
1927,4,7.111,7.013,7.025,7.001
1927,5,7.238,7.013,7.025,7.001
1927,6,7.187,7.013,7.025,7.001
1927,7,7.014,7.013,7.025,7.001
1927,8,7.012,7.013,7.025,7.001
1927,9,7.027,7.013,7.025,7
1927,10,7.142,7.013,7.025,7
1927,11,7.121,7.012,7.025,7
1927,12,6.79,7.012,7.025,7
1928,1,6.869,7.012,7.024,7
1928,2,7.001,7.012,7.024,7
1928,3,6.702,7.012,7.024,7
1928,4,6.851,7.012,7.024,7
1928,5,6.938,7.012,7.024,7
1928,6,7.117,7.012,7.024,7
1928,7,7.174,7.012,7.024,7
1928,8,7.142,7.012,7.024,7
1928,9,7.067,7.012,7.024,6.999
1928,10,7.072,7.011,7.024,6.999
1928,11,7.081,7.011,7.023,6.999
1928,12,7.05,7.011,7.023,6.999
1929,1,6.879,7.011,7.023,6.999
1929,2,6.641,7.011,7.023,6.999
1929,3,6.882,7.011,7.023,6.999
1929,4,7.031,7.011,7.023,6.999
1929,5,7.058,7.011,7.023,6.999
1929,6,7.087,7.011,7.023,6.999
1929,7,7.094,7.011,7.023,6.999
1929,8,6.992,7.011,7.022,6.999
1929,9,7.057,7.01,7.022,6.999
1929,10,7.132,7.01,7.022,6.998
1929,11,7.021,7.01,7.022,6.998
1929,12,6.97,7.01,7.022,6.998
1930,1,7.019,7.01,7.022,6.998
1930,2,6.841,7.01,7.022,6.998
1930,3,6.932,7.01,7.022,6.998
1930,4,6.871,7.01,7.022,6.998
1930,5,6.908,7.01,7.022,6.998
1930,6,6.907,7.01,7.021,6.998
1930,7,7.024,7.01,7.021,6.998
1930,8,7.102,7.009,7.021,6.998
1930,9,6.857,7.009,7.021,6.998
1930,10,7.002,7.009,7.021,6.998
1930,11,7.311,7.009,7.021,6.997
1930,12,6.92,7.009,7.021,6.997
1931,1,7.009,7.009,7.021,6.997
1931,2,6.791,7.009,7.021,6.997
1931,3,7.012,7.009,7.021,6.997
1931,4,6.951,7.009,7.02,6.997
1931,5,6.968,7.009,7.02,6.997
1931,6,7.007,7.009,7.02,6.997
1931,7,7.084,7.008,7.02,6.997
1931,8,6.992,7.008,7.02,6.997
1931,9,7.047,7.008,7.02,6.997
1931,10,7.092,7.008,7.02,6.997
1931,11,6.961,7.008,7.02,6.996
1931,12,6.97,7.008,7.02,6.996
1932,1,7.159,7.008,7.02,6.996
1932,2,7.151,7.008,7.019,6.996
1932,3,6.972,7.008,7.019,6.996
1932,4,7.021,7.008,7.019,6.996
1932,5,6.998,7.008,7.019,6.996
1932,6,6.997,7.007,7.019,6.996
1932,7,6.974,7.007,7.019,6.996
1932,8,7.042,7.007,7.019,6.996
1932,9,7.067,7.007,7.019,6.996
1932,10,7.132,7.007,7.019,6.996
1932,11,6.911,7.007,7.019,6.996
1932,12,6.93,7.007,7.018,6.995
1933,1,6.829,7.007,7.018,6.995
1933,2,7.011,7.007,7.018,6.995
1933,3,6.862,7.007,7.018,6.995
1933,4,7.171,7.007,7.018,6.995
1933,5,6.998,7.006,7.018,6.995
1933,6,6.877,7.006,7.018,6.995
1933,7,6.984,7.006,7.018,6.995
1933,8,7.122,7.006,7.018,6.995
1933,9,6.947,7.006,7.018,6.995
1933,10,6.842,7.006,7.017,6.995
1933,11,6.871,7.006,7.017,6.995
1933,12,6.72,7.006,7.017,6.994
1934,1,6.839,7.006,7.017,6.994
1934,2,7.161,7.006,7.017,6.994
1934,3,7.082,7.006,7.017,6.994
1934,4,6.751,7.005,7.017,6.994
1934,5,7.028,7.005,7.017,6.994
1934,6,7.067,7.005,7.017,6.994
1934,7,6.984,7.005,7.017,6.994
1934,8,7.042,7.005,7.016,6.994
1934,9,6.897,7.005,7.016,6.994
1934,10,7.142,7.005,7.016,6.994
1934,11,7.091,7.005,7.016,6.994
1934,12,6.85,7.005,7.016,6.993
1935,1,6.779,7.005,7.016,6.993
1935,2,7.141,7.005,7.016,6.993
1935,3,7.012,7.004,7.016,6.993
1935,4,7.091,7.004,7.016,6.993
1935,5,6.928,7.004,7.016,6.993
1935,6,6.967,7.004,7.015,6.993
1935,7,7.104,7.004,7.015,6.993
1935,8,7.082,7.004,7.015,6.993
1935,9,7.007,7.004,7.015,6.993
1935,10,7.182,7.004,7.015,6.993
1935,11,6.971,7.004,7.015,6.993
1935,12,6.94,7.004,7.015,6.993
1936,1,6.999,7.004,7.015,6.992
1936,2,6.951,7.003,7.015,6.992
1936,3,6.832,7.003,7.015,6.992
1936,4,7.021,7.003,7.014,6.992
1936,5,6.908,7.003,7.014,6.992
1936,6,6.927,7.003,7.014,6.992
1936,7,6.904,7.003,7.014,6.992
1936,8,6.962,7.003,7.014,6.992
1936,9,6.937,7.003,7.014,6.992
1936,10,7.022,7.003,7.014,6.992
1936,11,7.021,7.003,7.014,6.992
1936,12,7.02,7.003,7.014,6.992
1937,1,6.919,7.002,7.014,6.991
1937,2,6.721,7.002,7.013,6.991
1937,3,6.902,7.002,7.013,6.991
1937,4,6.851,7.002,7.013,6.991
1937,5,6.918,7.002,7.013,6.991
1937,6,6.927,7.002,7.013,6.991
1937,7,7.014,7.002,7.013,6.991
1937,8,6.962,7.002,7.013,6.991
1937,9,6.997,7.002,7.013,6.991
1937,10,6.872,7.002,7.013,6.991
1937,11,6.921,7.002,7.013,6.991
1937,12,6.84,7.001,7.012,6.991
1938,1,6.929,7.001,7.012,6.99
1938,2,7.141,7.001,7.012,6.99
1938,3,7.262,7.001,7.012,6.99
1938,4,7.421,7.001,7.012,6.99
1938,5,7.078,7.001,7.012,6.99
1938,6,7.087,7.001,7.012,6.99
1938,7,7.044,7.001,7.012,6.99
1938,8,6.862,7.001,7.012,6.99
1938,9,6.937,7.001,7.012,6.99
1938,10,7.032,7.001,7.011,6.99
1938,11,7.111,7,7.011,6.99
1938,12,6.79,7,7.011,6.99
1939,1,6.819,7,7.011,6.989
1939,2,7.081,7,7.011,6.989
1939,3,7.002,7,7.011,6.989
1939,4,6.971,7,7.011,6.989
1939,5,6.928,7,7.011,6.989
1939,6,7.017,7,7.011,6.989
1939,7,6.984,7,7.011,6.989
1939,8,6.882,7,7.01,6.989
1939,9,6.777,7,7.01,6.989
1939,10,6.722,6.999,7.01,6.989
1939,11,6.691,6.999,7.01,6.989
1939,12,6.91,6.999,7.01,6.989
1940,1,6.949,6.999,7.01,6.988
1940,2,6.671,6.999,7.01,6.988
1940,3,6.982,6.999,7.01,6.988
1940,4,6.901,6.999,7.01,6.988
1940,5,6.878,6.999,7.01,6.988
1940,6,6.927,6.999,7.009,6.988
1940,7,6.924,6.999,7.009,6.988
1940,8,7.122,6.999,7.009,6.988
1940,9,7.197,6.998,7.009,6.988
1940,10,6.942,6.998,7.009,6.988
1940,11,6.941,6.998,7.009,6.988
1940,12,7.05,6.998,7.009,6.988
1941,1,6.789,6.998,7.009,6.987
1941,2,6.711,6.998,7.009,6.987
1941,3,6.942,6.998,7.009,6.987
1941,4,6.861,6.998,7.009,6.987
1941,5,6.898,6.998,7.008,6.987
1941,6,6.897,6.998,7.008,6.987
1941,7,6.944,6.998,7.008,6.987
1941,8,6.982,6.997,7.008,6.987
1941,9,7.107,6.997,7.008,6.987
1941,10,6.932,6.997,7.008,6.987
1941,11,6.781,6.997,7.008,6.987
1941,12,7.01,6.997,7.008,6.987
1942,1,6.889,6.997,7.008,6.986
1942,2,6.721,6.997,7.008,6.986
1942,3,6.772,6.997,7.007,6.986
1942,4,6.881,6.997,7.007,6.986
1942,5,6.958,6.997,7.007,6.986
